id_laptop,marca,modelo,precio_soles,stock,tienda,categoria
1301,ASUS,Zenbook 14,4779.0,42,Chiclayo,Gaming
1302,Apple,MacBook Air M2,5387.0,35,Trujillo,Gaming
1303,Apple,MacBook Air M3,6129.0,32,Trujillo,Premium
1304,HP,Pavilion 15,3619.0,21,San Miguel,Profesional
1305,Dell,Vostro 3520,2739.0,40,Trujillo,Profesional
1306,Lenovo,ThinkPad E14,3448.0,3,Trujillo,Profesional
1307,Dell,Vostro 3520,3252.0,6,San Isidro,Profesional
1308,Lenovo,IdeaPad Slim 3,2395.0,20,Los Olivos,Oficina
1309,MSI,Modern 15,3339.0,53,Chiclayo,Profesional
1310,MSI,Modern 15,2891.0,40,Los Olivos,Profesional
1311,ASUS,Vivobook 15,2241.0,51,Arequipa,Oficina
1312,Apple,MacBook Air M2,5440.0,44,Trujillo,Gaming
1313,MSI,Katana 15,5337.0,15,Piura,Gaming
1314,ASUS,Zenbook 14,4579.0,2,Los Olivos,Gaming
1315,MSI,Katana 15,5623.0,44,Arequipa,Premium
1316,HP,Pavilion 15,3093.0,14,Surco,Profesional
1317,ASUS,Vivobook 15,2906.0,49,San Miguel,Profesional
1318,Acer,Nitro V 15,4446.0,21,Miraflores,Gaming
1319,Dell,Inspiron 15,3041.0,24,San Miguel,Profesional
1320,HP,15-fd,2263.0,11,San Isidro,Oficina
1321,Acer,Aspire 5,2297.0,27,San Miguel,Oficina
1322,Acer,Aspire 5,2151.0,12,Piura,Oficina
1323,HP,Pavilion 15,3128.0,24,Miraflores,Profesional
1324,Apple,MacBook Air M3,6406.0,43,Chiclayo,Premium
1325,HP,Pavilion 15,3479.0,12,San Miguel,Profesional
1326,Lenovo,ThinkPad E14,3754.0,30,Arequipa,Profesional
1327,ASUS,Zenbook 14,4426.0,13,Piura,Gaming
1328,Apple,MacBook Air M2,4965.0,8,Arequipa,Gaming
1329,MSI,Katana 15,5686.0,45,Miraflores,Premium
1330,ASUS,Vivobook 15,2490.0,31,Surco,Oficina
1331,HP,Pavilion 15,3274.0,33,Centro de Lima,Profesional
1332,Apple,MacBook Air M2,5445.0,9,Trujillo,Gaming
1333,MSI,Katana 15,4990.0,59,Miraflores,Gaming
1334,ASUS,Vivobook 15,2821.0,13,Chiclayo,Profesional
1335,HP,15-fd,1836.0,28,San Miguel,Oficina
1336,Acer,Aspire 5,2712.0,8,Piura,Profesional
1337,HP,15-fd,2316.0,23,San Isidro,Oficina
1338,ASUS,Zenbook 14,4737.0,38,Piura,Gaming
1339,ASUS,Vivobook 15,2578.0,54,Los Olivos,Profesional
1340,HP,15-fd,1800.0,39,San Isidro,Oficina
1341,HP,15-fd,1847.0,33,Centro de Lima,Oficina
1342,Dell,Inspiron 15,3363.0,4,Miraflores,Profesional
1343,HP,15-fd,2213.0,3,Piura,Oficina
1344,MSI,Katana 15,5738.0,32,San Miguel,Premium
1345,ASUS,Vivobook 15,2668.0,29,Trujillo,Profesional
1346,Lenovo,ThinkPad E14,3902.0,37,Piura,Profesional
1347,Acer,Nitro V 15,3734.0,38,Centro de Lima,Profesional
1348,Apple,MacBook Air M3,6362.0,14,Centro de Lima,Premium
1349,Lenovo,ThinkPad E14,3433.0,59,Surco,Profesional
1350,Acer,Aspire 5,2172.0,11,San Isidro,Oficina
1351,Apple,MacBook Air M2,5091.0,21,Miraflores,Gaming
1352,ASUS,Vivobook 15,2643.0,9,Miraflores,Profesional
1353,Lenovo,IdeaPad Slim 3,2687.0,23,Piura,Profesional
1354,HP,15-fd,2412.0,40,Miraflores,Oficina
1355,HP,15-fd,2641.0,1,Trujillo,Profesional
1356,MSI,Modern 15,2839.0,3,Surco,Profesional
1357,Lenovo,IdeaPad Slim 3,2963.0,34,Trujillo,Profesional
1358,Acer,Nitro V 15,4212.0,50,Los Olivos,Gaming
1359,Apple,MacBook Air M3,5874.0,60,Trujillo,Premium
1360,Acer,Aspire 5,2629.0,13,Miraflores,Profesional
1361,Apple,MacBook Air M2,5376.0,12,Los Olivos,Gaming
1362,ASUS,Zenbook 14,4321.0,34,Trujillo,Gaming
1363,HP,Pavilion 15,3794.0,12,San Isidro,Profesional
1364,Acer,Aspire 5,2544.0,1,Arequipa,Profesional
1365,ASUS,Zenbook 14,4545.0,24,Centro de Lima,Gaming
1366,Dell,Inspiron 15,3140.0,22,Piura,Profesional
1367,MSI,Modern 15,3127.0,39,Arequipa,Profesional
1368,Dell,Inspiron 15,2783.0,58,Arequipa,Profesional
1369,ASUS,Vivobook 15,2471.0,55,Chiclayo,Oficina
1370,Acer,Aspire 5,2642.0,40,Piura,Profesional
1371,MSI,Modern 15,3118.0,33,San Isidro,Profesional
1372,Apple,MacBook Air M3,6178.0,60,Trujillo,Premium
1373,Acer,Nitro V 15,3695.0,58,Arequipa,Profesional
1374,HP,Pavilion 15,3232.0,23,Piura,Profesional
1375,Apple,MacBook Air M3,6335.0,49,Los Olivos,Premium
1376,Dell,Vostro 3520,2881.0,20,Arequipa,Profesional
1377,MSI,Katana 15,5674.0,52,Surco,Premium
1378,MSI,Katana 15,4966.0,8,Arequipa,Gaming
1379,HP,Pavilion 15,3792.0,16,Trujillo,Profesional
1380,Apple,MacBook Air M2,4635.0,2,Trujillo,Gaming
1381,Apple,MacBook Air M3,5621.0,55,Miraflores,Premium
1382,Lenovo,IdeaPad Slim 3,2744.0,37,Los Olivos,Profesional
1383,MSI,Katana 15,5050.0,25,Miraflores,Gaming
1384,ASUS,Vivobook 15,2552.0,53,Centro de Lima,Profesional
1385,Acer,Aspire 5,2925.0,43,Centro de Lima,Profesional
1386,HP,15-fd,2470.0,45,San Miguel,Oficina
1387,ASUS,Vivobook 15,2506.0,40,Miraflores,Profesional
1388,Apple,MacBook Air M2,5042.0,1,Arequipa,Gaming
1389,Apple,MacBook Air M2,4977.0,15,Piura,Gaming
1390,Lenovo,IdeaPad Slim 3,2649.0,17,Surco,Profesional
1391,ASUS,Zenbook 14,4593.0,51,San Miguel,Gaming
1392,Lenovo,ThinkPad E14,3233.0,6,Centro de Lima,Profesional
1393,MSI,Katana 15,5132.0,44,San Isidro,Gaming
1394,Lenovo,IdeaPad Slim 3,2901.0,32,Piura,Profesional
1395,Dell,Vostro 3520,2912.0,24,Trujillo,Profesional
1396,HP,Pavilion 15,3506.0,17,Los Olivos,Profesional
1397,ASUS,Zenbook 14,4324.0,21,Centro de Lima,Gaming
1398,Apple,MacBook Air M2,5282.0,39,Chiclayo,Gaming
1399,ASUS,Vivobook 15,2642.0,15,Chiclayo,Profesional
1400,Apple,MacBook Air M2,5180.0,49,Centro de Lima,Gaming
1401,Acer,Nitro V 15,4442.0,14,Los Olivos,Gaming
1402,Lenovo,ThinkPad E14,3489.0,39,Chiclayo,Profesional
1403,HP,Pavilion 15,3251.0,35,Los Olivos,Profesional
1404,Dell,Inspiron 15,3374.0,12,Chiclayo,Profesional
1405,ASUS,Vivobook 15,2500.0,54,San Miguel,Profesional
1406,ASUS,Zenbook 14,4710.0,15,San Isidro,Gaming
1407,ASUS,Vivobook 15,2821.0,14,Piura,Profesional
1408,ASUS,Zenbook 14,4456.0,16,Los Olivos,Gaming
1409,ASUS,Vivobook 15,2519.0,55,Trujillo,Profesional
1410,Lenovo,ThinkPad E14,3217.0,44,Trujillo,Profesional
1411,Apple,MacBook Air M3,6334.0,60,Surco,Premium
1412,HP,15-fd,2336.0,1,Trujillo,Oficina
1413,Acer,Nitro V 15,4407.0,24,Arequipa,Gaming
1414,ASUS,Zenbook 14,4455.0,21,Surco,Gaming
1415,ASUS,Zenbook 14,4687.0,53,San Miguel,Gaming
1416,Dell,Vostro 3520,2612.0,53,San Isidro,Profesional
1417,Dell,Inspiron 15,2887.0,44,San Isidro,Profesional
1418,MSI,Modern 15,3530.0,27,Los Olivos,Profesional
1419,ASUS,Zenbook 14,4261.0,54,Chiclayo,Gaming
1420,Dell,Vostro 3520,3162.0,53,Miraflores,Profesional
1421,Acer,Nitro V 15,4430.0,49,Surco,Gaming
1422,MSI,Modern 15,3649.0,24,San Isidro,Profesional
1423,Apple,MacBook Air M2,5141.0,59,San Isidro,Gaming
1424,HP,Pavilion 15,3387.0,26,Surco,Profesional
1425,Acer,Nitro V 15,3684.0,24,San Isidro,Profesional
1426,Acer,Nitro V 15,3663.0,7,Los Olivos,Profesional
1427,Dell,Vostro 3520,3069.0,6,Los Olivos,Profesional
1428,Dell,Inspiron 15,2940.0,13,San Miguel,Profesional
1429,HP,15-fd,2474.0,35,Chiclayo,Oficina
1430,HP,15-fd,2538.0,16,Los Olivos,Profesional
1431,Dell,Vostro 3520,3181.0,49,Los Olivos,Profesional
1432,Dell,Vostro 3520,3244.0,29,Centro de Lima,Profesional
1433,HP,15-fd,2044.0,26,Arequipa,Oficina
1434,Dell,Inspiron 15,2786.0,4,Piura,Profesional
1435,MSI,Modern 15,3483.0,41,San Miguel,Profesional
1436,ASUS,Zenbook 14,4457.0,14,Trujillo,Gaming
1437,Apple,MacBook Air M3,6069.0,38,Los Olivos,Premium
1438,Lenovo,ThinkPad E14,3491.0,12,San Isidro,Profesional
1439,HP,Pavilion 15,3050.0,51,Arequipa,Profesional
1440,Apple,MacBook Air M2,4716.0,48,Centro de Lima,Gaming
1441,HP,Pavilion 15,3677.0,51,Los Olivos,Profesional
1442,Acer,Nitro V 15,4117.0,5,Miraflores,Gaming
1443,Dell,Vostro 3520,3107.0,11,San Miguel,Profesional
1444,ASUS,Zenbook 14,4713.0,9,Trujillo,Gaming
1445,Acer,Nitro V 15,4423.0,54,Piura,Gaming
1446,Lenovo,ThinkPad E14,3795.0,59,Arequipa,Profesional
1447,Apple,MacBook Air M2,5241.0,44,Los Olivos,Gaming
1448,Lenovo,ThinkPad E14,3428.0,58,Miraflores,Profesional
1449,HP,Pavilion 15,3177.0,28,Centro de Lima,Profesional
1450,HP,Pavilion 15,3329.0,23,San Isidro,Profesional
1451,ASUS,Zenbook 14,4616.0,25,Chiclayo,Gaming
1452,MSI,Katana 15,5319.0,10,Centro de Lima,Gaming
1453,Lenovo,IdeaPad Slim 3,2691.0,5,San Isidro,Profesional
1454,Acer,Nitro V 15,4139.0,25,Centro de Lima,Gaming
1455,Lenovo,IdeaPad Slim 3,2521.0,40,Miraflores,Profesional
1456,Apple,MacBook Air M3,6239.0,40,Chiclayo,Premium
1457,ASUS,Zenbook 14,4366.0,45,Los Olivos,Gaming
1458,Acer,Aspire 5,2227.0,29,Miraflores,Oficina
1459,Apple,MacBook Air M2,4813.0,42,San Miguel,Gaming
1460,HP,Pavilion 15,2980.0,30,Centro de Lima,Profesional
1461,ASUS,Vivobook 15,2607.0,47,Centro de Lima,Profesional
1462,Dell,Vostro 3520,2419.0,46,San Isidro,Oficina
1463,HP,Pavilion 15,3641.0,42,Trujillo,Profesional
1464,ASUS,Vivobook 15,3099.0,55,Miraflores,Profesional
1465,Acer,Aspire 5,2490.0,53,Surco,Oficina
1466,Lenovo,ThinkPad E14,3265.0,17,Chiclayo,Profesional
1467,Apple,MacBook Air M3,5978.0,15,San Miguel,Premium
1468,Dell,Inspiron 15,2805.0,51,Miraflores,Profesional
1469,Acer,Aspire 5,2708.0,29,San Isidro,Profesional
1470,ASUS,Vivobook 15,2333.0,47,Arequipa,Oficina
1471,MSI,Modern 15,2930.0,21,Piura,Profesional
1472,Dell,Vostro 3520,2484.0,11,Centro de Lima,Oficina
1473,Lenovo,ThinkPad E14,3614.0,18,Piura,Profesional
1474,Acer,Nitro V 15,3971.0,47,Miraflores,Profesional
1475,Dell,Inspiron 15,3233.0,14,San Isidro,Profesional
1476,MSI,Katana 15,5659.0,12,Arequipa,Premium
1477,Acer,Aspire 5,2146.0,58,Trujillo,Oficina
1478,Apple,MacBook Air M2,5157.0,40,Surco,Gaming
1479,MSI,Katana 15,5131.0,29,Trujillo,Gaming
1480,Dell,Vostro 3520,3048.0,13,Los Olivos,Profesional
1481,HP,Pavilion 15,3525.0,28,San Miguel,Profesional
1482,ASUS,Vivobook 15,2998.0,43,Trujillo,Profesional
1483,Lenovo,ThinkPad E14,3836.0,45,Chiclayo,Profesional
1484,HP,Pavilion 15,3548.0,28,Centro de Lima,Profesional
1485,Dell,Inspiron 15,2784.0,42,Surco,Profesional
1486,HP,Pavilion 15,3778.0,32,San Miguel,Profesional
1487,Dell,Inspiron 15,3049.0,11,Piura,Profesional
1488,Apple,MacBook Air M2,4678.0,10,Surco,Gaming
1489,ASUS,Zenbook 14,4780.0,31,Miraflores,Gaming
1490,Apple,MacBook Air M2,5371.0,46,Centro de Lima,Gaming
1491,Lenovo,ThinkPad E14,3812.0,7,Piura,Profesional
1492,Lenovo,IdeaPad Slim 3,2576.0,18,Chiclayo,Profesional
1493,Acer,Nitro V 15,4463.0,24,San Miguel,Gaming
1494,MSI,Katana 15,5237.0,23,Piura,Gaming
1495,Dell,Vostro 3520,2727.0,4,Surco,Profesional
1496,Dell,Vostro 3520,3021.0,30,Centro de Lima,Profesional
1497,Acer,Aspire 5,2881.0,58,Surco,Profesional
1498,ASUS,Vivobook 15,2347.0,18,Chiclayo,Oficina
1499,MSI,Katana 15,5051.0,59,Los Olivos,Gaming
1500,Acer,Nitro V 15,4415.0,24,San Miguel,Gaming
1501,Acer,Predator Helios,6000.0,15,La Molina,demo
